ID,Name,Suburb,Address,Cuisine,Phone,Website,EatClub URL,First Table URL,Price Range,Business Type,Happy Hour,Weekly Specials,Deals,Opening Hours,Image URLs,Latitude,Longitude,Overall Rating,Status,Created At,Updated At
853,Southern Cross Yacht Club,Yarralumla,"Lotus Bay, 1 Mariner Pl, Yarralumla ACT 2600, Australia",American,(02) 6273 1784,https://www.cscc.com.au/yacht-club/,,,$$,Restaurant,{},"[{""day"":""Monday"",""description"":""Monday Parmi""},{""day"":""Wednesday"",""description"":""Wednesday Steak Night""},{""day"":""Friday"",""description"":""Friday Fish Day""},{""day"":""Sunday"",""description"":""Sunday Family Meal Night""}]",[],"{""friday"":""11:30 AM – 10:00 PM"",""monday"":""CLOSED"",""sunday"":""11:30 AM – 5:00 PM"",""tuesday"":""CLOSED"",""saturday"":""11:30 AM – 10:00 PM"",""thursday"":""11:30 AM – 10:00 PM"",""wednesday"":""11:30 AM – 10:00 PM""}",https://www.cscc.com.au/wp-content/uploads/2024/01/Yach-Club-Functions_Home-Banner_1530x561_New.png,-35.2992512,149.1171710,4.30,active,2026-01-07T23:21:39.677Z,2026-01-07T23:21:39.677Z
866,The George Harcourt Inn,Nicholls,"3 Gold Creek Rd, Nicholls ACT 2913, Australia",,(02) 6230 2484,http://www.georgeharcourt.com/,,,$$,Bar,{},"[{""day"":""Sunday"",""description"":""$25 Sunday Roast""}]",[],"{""friday"":""11:00 AM – 10:00 PM"",""monday"":""CLOSED"",""sunday"":""11:00 AM – 10:00 PM"",""tuesday"":""11:00 AM – 10:00 PM"",""saturday"":""11:00 AM – 10:00 PM"",""thursday"":""11:00 AM – 10:00 PM"",""wednesday"":""11:00 AM – 10:00 PM""}",http://static1.squarespace.com/static/62ce3c81a01aa309a348fc53/t/62ce4bebb91866670b228ade/1657687019953/Logo.png?format=1500w,-35.1929131,149.0863953,4.40,active,2026-01-07T23:21:40.482Z,2026-01-07T23:21:40.482Z
908,Diplomat Bar & Grill,Griffith,"Hotel, 2 Hely St, Griffith ACT 2603, Australia",American,(02) 6295 2277,https://diplomat.ramadacanberra.com.au/dining/,https://eatclub.com.au/venue/diplomat-bar-grill,,,Restaurant,{},[],[],"{""friday"":""7:00 – 10:00 AM, 5:00 – 9:00 PM"",""monday"":""7:00 – 10:00 AM, 5:00 – 9:00 PM"",""sunday"":""7:00 – 10:00 AM, 5:00 – 9:00 PM"",""tuesday"":""7:00 – 10:00 AM, 5:00 – 9:00 PM"",""saturday"":""7:00 – 10:00 AM, 5:00 – 9:00 PM"",""thursday"":""7:00 – 10:00 AM, 5:00 – 9:00 PM"",""wednesday"":""7:00 – 10:00 AM, 5:00 – 9:00 PM""}",https://diplomat.ramadacanberra.com.au/wp-content/uploads/2025/04/bar-3.jpg,-35.3224856,149.1482214,3.60,active,2026-01-07T23:21:42.968Z,2026-01-08T23:33:12.986Z
927,Qure Bar & Grill,Bruce,"Proximity Apartments, 2/21 Battye St, Bruce ACT 2617, Australia",American,(02) 5105 1672,https://qurebarandgrill.com.au/,,,,Bar,{},"[{""day"":""Monday"",""description"":""2-for-1 Relish""}]",[],"{""friday"":""11:00 AM – 9:00 PM"",""monday"":""11:00 AM – 9:00 PM"",""sunday"":""CLOSED"",""tuesday"":""11:00 AM – 9:00 PM"",""saturday"":""11:00 AM – 9:00 PM"",""thursday"":""11:00 AM – 9:00 PM"",""wednesday"":""11:00 AM – 9:00 PM""}",https://assets.foodhub.com/static/91eb0409e32a0eaa95a36402339a48af/img/1740140199phpMJHc9j.jpg,-35.2463025,149.0976819,4.40,active,2026-01-07T23:21:44.126Z,2026-01-07T23:21:44.126Z
944,Can Tho Vietnamese & Chinese Restaurant,Belconnen,"1/38 Weedon Cl, Belconnen ACT 2617, Australia",Asian,(02) 6251 3682,https://www.facebook.com/profile.php?id=100063511695690,,,$,Restaurant,{},"[{""day"":""Monday"",""description"":""Lunch specials""},{""day"":""Tuesday"",""description"":""Lunch specials""},{""day"":""Wednesday"",""description"":""Lunch specials""},{""day"":""Thursday"",""description"":""Lunch specials""},{""day"":""Friday"",""description"":""Lunch specials""}]",[],"{""friday"":""10:30 AM – 2:30 PM, 4:30 – 9:30 PM"",""monday"":""CLOSED"",""sunday"":""10:30 AM – 2:30 PM, 4:30 – 9:30 PM"",""tuesday"":""10:30 AM – 2:30 PM, 4:30 – 9:30 PM"",""saturday"":""10:30 AM – 2:30 PM, 4:30 – 9:30 PM"",""thursday"":""10:30 AM – 2:30 PM, 4:30 – 9:30 PM"",""wednesday"":""10:30 AM – 2:30 PM, 4:30 – 9:30 PM""}",,-35.2418100,149.0630620,4.30,active,2026-01-07T23:21:45.403Z,2026-01-07T23:21:45.403Z
946,Pho @ Dickson,Dickson,"14 Woolley St, Dickson ACT 2602, Australia","Vietnamese, Asian",(02) 6162 1718,https://phoatdickson.yumbojumbo.com.au/menu,https://eatclub.com.au/venue/pho-dickson,,$,Restaurant,{},[],[],"{""friday"":""11:00 AM – 3:00 PM, 5:00 – 9:00 PM"",""monday"":""11:00 AM – 3:00 PM, 5:00 – 9:00 PM"",""sunday"":""11:00 AM – 3:00 PM, 5:00 – 9:00 PM"",""tuesday"":""11:00 AM – 3:00 PM, 5:00 – 9:00 PM"",""saturday"":""11:00 AM – 3:00 PM, 5:00 – 9:00 PM"",""thursday"":""CLOSED"",""wednesday"":""11:00 AM – 3:00 PM, 5:00 – 9:00 PM""}",https://phoatdickson.yumbojumbo.com.au/thumbnails/store/logo/200/pho/pho-at-dickson.png?v=1758684703,-35.2504840,149.1368887,4.30,active,2026-01-07T23:21:45.519Z,2026-01-08T23:33:13.075Z
996,Wokitup! Belconnen,Belconnen,"6/102 Emu Bank, Belconnen ACT 2617, Australia",,(02) 6162 3939,https://www.wokitup.com.au/,,,$,Restaurant,{},"[{""day"":""Monday"",""description"":""$12 bowls""},{""day"":""Tuesday"",""description"":""$12 bowls""},{""day"":""Wednesday"",""description"":""$12 bowls""},{""day"":""Thursday"",""description"":""$12 bowls""},{""day"":""Friday"",""description"":""$12 bowls""}]",[],"{""friday"":""11:00 AM – 9:30 PM"",""monday"":""11:00 AM – 9:00 PM"",""sunday"":""11:00 AM – 9:00 PM"",""tuesday"":""11:00 AM – 9:00 PM"",""saturday"":""11:00 AM – 9:30 PM"",""thursday"":""11:00 AM – 9:00 PM"",""wednesday"":""11:00 AM – 9:00 PM""}",https://cdn.prod.website-files.com/67f9ced30a515ccc158c6b01/682fe528d7dc39089099ece5_RICE%20BOXES%20300X300.webp,-35.2371567,149.0714767,4.00,active,2026-01-07T23:21:48.529Z,2026-01-07T23:21:48.529Z
1007,Tomo Tomo,Canberra,"Shop 2/34 Marcus Clarke St, Canberra ACT 2601, Australia",,0405 715 727,https://www.instagram.com/tomotomocanberra/,https://eatclub.com.au/venue/tomo-tomo,,,Restaurant,{},[],[],"{""friday"":""10:00 AM – 9:00 PM"",""monday"":""10:00 AM – 9:00 PM"",""sunday"":""CLOSED"",""tuesday"":""10:00 AM – 9:00 PM"",""saturday"":""CLOSED"",""thursday"":""10:00 AM – 9:00 PM"",""wednesday"":""10:00 AM – 9:00 PM""}",,-35.2793651,149.1259152,4.90,active,2026-01-07T23:21:49.183Z,2026-01-08T23:33:13.429Z
1016,Lanterne Rooms,Campbell,"Ground Floor of ISKIA EAST Building, 81 Constitution Ave, Campbell ACT 2612, Australia",,(02) 6249 6889,https://chairmangroup.com.au/lanterne-rooms/,,https://www.firsttable.com.au/canberra/campbell/lanterne-rooms,$$$,Restaurant,{},[],[],"{""friday"":""12:00 – 2:00 PM, 6:00 – 10:30 PM"",""monday"":""CLOSED"",""sunday"":""CLOSED"",""tuesday"":""6:00 – 10:30 PM"",""saturday"":""6:00 – 10:30 PM"",""thursday"":""12:00 – 2:00 PM, 6:00 – 10:30 PM"",""wednesday"":""12:00 – 2:00 PM, 6:00 – 10:30 PM""}",https://chairmangroup.com.au/wp-content/uploads/2025/04/LR-Website-Banner.jpg,-35.2919584,149.1457994,4.80,active,2026-01-07T23:21:49.702Z,2026-01-07T23:21:49.702Z
1049,Brew & Crust,Griffith,,,,,https://eatclub.com.au/venue/brew-crust,,,,{},[],"[{""title"":""EatClub Deal Available"",""description"":""Check out our EatClub deals!""}]",{},,,,,active,2026-01-07T23:21:51.744Z,2026-01-08T23:33:13.509Z
1062,Cafe Gather,Braddon,,,,,https://eatclub.com.au/venue/cafe-gather,,,,{},[],"[{""title"":""EatClub Deal Available"",""source"":""EatClub"",""description"":""Check out our EatClub deals!""}]",{},https://eccdn.com.au/images/F58E87DB-692E-4800-B920-2A548137EBC7/F58E87DB-692E-4800-B920-2A548137EBC7_image_1_1761901234663.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/F58E87DB-692E-4800-B920-2A548137EBC7/F58E87DB-692E-4800-B920-2A548137EBC7_image_4_1761901340374.jpg; https://eccdn.com.au/images/F58E87DB-692E-4800-B920-2A548137EBC7/F58E87DB-692E-4800-B920-2A548137EBC7_image_4_1762116588083.jpg; https://eccdn.com.au/images/F58E87DB-692E-4800-B920-2A548137EBC7/F58E87DB-692E-4800-B920-2A548137EBC7_image_4_1762116601756.jpg; https://eccdn.com.au/images/F58E87DB-692E-4800-B920-2A548137EBC7/F58E87DB-692E-4800-B920-2A548137EBC7_image_4_1762116716536.jpg,,,,active,2026-01-07T23:21:52.564Z,2026-01-08T23:33:13.841Z
1069,Cafe June - Braddon,Braddon,,,,,https://eatclub.com.au/venue/cafe-june-braddon,,,,{},[],"[{""title"":""EatClub Deal Available"",""description"":""Check out our EatClub deals!""}]",{},,,,,active,2026-01-07T23:21:53.005Z,2026-01-08T23:33:13.926Z
1068,On Lonsdale,Braddon,,,,,https://eatclub.com.au/venue/on-lonsdale,,,,{},[],"[{""title"":""EatClub Deal Available"",""source"":""EatClub"",""description"":""Check out our EatClub deals!""}]",{},https://eccdn.com.au/images/5313046E-2BFA-465B-A020-A2CA98E8E536/5313046E-2BFA-465B-A020-A2CA98E8E536_image_2_1729586718279.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg,,,,active,2026-01-07T23:21:52.936Z,2026-01-08T23:33:14.008Z
1075,Trev’s Restaurant and Cafe,Dickson,"20 Challis St, Dickson ACT 2602, Australia",Cafe,0406 369 224,https://www.trevsatdickson.com.au/,https://eatclub.com.au/venue/trev-s-restaurant-and-cafe,,$$,Cafe,{},[],"[{""title"":""EatClub Deal Available"",""description"":""Check out our EatClub deals!""}]","{""friday"":""8:00 AM – 2:30 PM, 5:30 – 9:30 PM"",""monday"":""CLOSED"",""sunday"":""8:30 AM – 2:00 PM"",""tuesday"":""8:00 AM – 2:30 PM, 6:00 – 9:00 PM"",""saturday"":""8:30 AM – 2:00 PM, 5:30 – 9:30 PM"",""thursday"":""8:00 AM – 2:30 PM, 6:00 – 9:00 PM"",""wednesday"":""8:00 AM – 2:30 PM, 6:00 – 9:00 PM""}",https://www.trevsatdickson.com.au/wp-content/uploads/2016/02/TasteCollective.jpg,-35.2499387,149.1357310,4.50,active,2026-01-07T23:21:53.368Z,2026-01-08T23:33:14.176Z
645,Paloma's,Braddon,"2/5 Lonsdale St, Braddon ACT 2612, Australia",,(02) 6109 0130,https://palomas.bar/,https://eatclub.com.au/venue/palomas-bar,,,Bar,{},[],"[{""title"":""TodayNonefri30% Offsat25% OffsunClosedmonClosedtue25% Offwed30% Off"",""source"":""EatClub"",""validUntil"":null,""description"":""TodayNonefri30% Offsat25% OffsunClosedmonClosedtue25% Offwed30% Off""}]","{""friday"":""4:00 PM – 1:00 AM"",""monday"":""CLOSED"",""sunday"":""CLOSED"",""tuesday"":""4:00 – 11:00 PM"",""saturday"":""12:00 PM – 1:00 AM"",""thursday"":""4:00 PM – 1:00 AM"",""wednesday"":""4:00 – 11:00 PM""}",https://eccdn.com.au/images/96715E05-BF60-42C4-ACFF-8E6450A045B4/96715E05-BF60-42C4-ACFF-8E6450A045B4_image_3_1724811384474.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/96715E05-BF60-42C4-ACFF-8E6450A045B4/96715E05-BF60-42C4-ACFF-8E6450A045B4_image_0_1724811384474.jpg; https://eccdn.com.au/images/96715E05-BF60-42C4-ACFF-8E6450A045B4/96715E05-BF60-42C4-ACFF-8E6450A045B4_image_1_1724811384474.jpg; https://eccdn.com.au/images/96715E05-BF60-42C4-ACFF-8E6450A045B4/96715E05-BF60-42C4-ACFF-8E6450A045B4_image_2_1724811384474.jpg; https://eccdn.com.au/images/96715E05-BF60-42C4-ACFF-8E6450A045B4/96715E05-BF60-42C4-ACFF-8E6450A045B4_image_4_1724811400338.jpg,-35.2752367,149.1321108,4.80,active,2026-01-07T23:21:27.190Z,2026-01-08T03:38:16.799Z
1074,El Pan - Dickson,Dickson,,,,,https://eatclub.com.au/venue/el-pan-dickson,,,,{},[],"[{""title"":""EatClub Deal Available"",""source"":""EatClub"",""description"":""Check out our EatClub deals!""}]",{},https://eccdn.com.au/images/ACB1344E-2BDD-44DD-A273-52B91167B5AB/ACB1344E-2BDD-44DD-A273-52B91167B5AB_image_3_1756357081622.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/ACB1344E-2BDD-44DD-A273-52B91167B5AB/ACB1344E-2BDD-44DD-A273-52B91167B5AB_image_4_1756900182.jpg; https://eccdn.com.au/images/ACB1344E-2BDD-44DD-A273-52B91167B5AB/ACB1344E-2BDD-44DD-A273-52B91167B5AB_image_0_1754222520.jpg; https://eccdn.com.au/images/ACB1344E-2BDD-44DD-A273-52B91167B5AB/ACB1344E-2BDD-44DD-A273-52B91167B5AB_image_2_1754222520.jpg; https://eccdn.com.au/images/ACB1344E-2BDD-44DD-A273-52B91167B5AB/ACB1344E-2BDD-44DD-A273-52B91167B5AB_image_3_1756900182.jpg,,,,active,2026-01-07T23:21:53.312Z,2026-01-08T23:33:14.093Z
1207,Dickson Taphouse,Dickson,"30 Woolley St, Dickson ACT 2602, Australia",,(02) 6193 2574,http://dicksontaphouse.com.au/,,,$$,Bar,"{""days"":[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""],""hours"":""4–6pm"",""description"":""$7 beer/wine""}",[],[],"{""friday"":""11:30 AM – 12:00 AM"",""monday"":""11:30 AM – 10:30 PM"",""sunday"":""11:30 AM – 10:00 PM"",""tuesday"":""11:30 AM – 10:30 PM"",""saturday"":""11:30 AM – 12:00 AM"",""thursday"":""11:30 AM – 10:30 PM"",""wednesday"":""11:30 AM – 10:30 PM""}",http://static1.squarespace.com/static/6073bfb43131937ba16c7003/t/6195c7f9a4237847c0733b2c/1637206009903/DTH_roundLOGO_1200px.png?format=1500w,-35.2499332,149.1369864,4.40,active,2026-01-07T23:22:01.758Z,2026-01-07T23:22:01.758Z
1194,Braddon Merchant,Braddon,"1 Elouera St, Braddon ACT 2612, Australia",,(02) 6220 0401,https://www.braddonmerchant.com.au/,https://eatclub.com.au/venue/braddon-merchant,,,Restaurant,{},[],"[{""title"":""Today25% Offfri20% Offsat20% Offsun25% Offmon25% Offtue25% Offwed25% Off"",""source"":""EatClub"",""validUntil"":null,""description"":""Today25% Offfri20% Offsat20% Offsun25% Offmon25% Offtue25% Offwed25% Off""}]","{""friday"":""6:30 – 10:30 AM, 12:00 – 9:00 PM"",""monday"":""6:30 – 10:30 AM, 12:00 – 9:00 PM"",""sunday"":""6:30 – 10:30 AM, 12:00 – 3:00 PM"",""tuesday"":""6:30 – 10:30 AM, 12:00 – 9:00 PM"",""saturday"":""6:30 – 10:30 AM, 12:00 – 9:00 PM"",""thursday"":""6:30 – 10:30 AM, 12:00 – 9:00 PM"",""wednesday"":""6:30 – 10:30 AM, 12:00 – 9:00 PM""}",https://www.braddonmerchant.com.au/resourcefiles/homeimages/obs-home-hero-5.jpg?version=12032025031203; https://eccdn.com.au/images/077DB267-0979-4770-9AC8-C18C49395DB9/077DB267-0979-4770-9AC8-C18C49395DB9_image_1_1724945183488.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/077DB267-0979-4770-9AC8-C18C49395DB9/077DB267-0979-4770-9AC8-C18C49395DB9_image_4_1724945242120.jpg; https://eccdn.com.au/images/077DB267-0979-4770-9AC8-C18C49395DB9/077DB267-0979-4770-9AC8-C18C49395DB9_image_0_1724945183488.jpg; https://eccdn.com.au/images/077DB267-0979-4770-9AC8-C18C49395DB9/077DB267-0979-4770-9AC8-C18C49395DB9_image_2_1724945183488.jpg; https://eccdn.com.au/images/077DB267-0979-4770-9AC8-C18C49395DB9/077DB267-0979-4770-9AC8-C18C49395DB9_image_3_1724945183488.jpg,-35.2728977,149.1308452,4.30,active,2026-01-07T23:22:00.957Z,2026-01-08T23:33:14.260Z
92,Grease Monkey Braddon,Braddon,"19 Lonsdale St, Braddon ACT 2612, Australia",American,(02) 6174 1401,https://greasys.com.au/,https://eatclub.com.au/venue/grease-monkey-braddon,https://www.firsttable.com.au/restaurant/grease-monkey,$$,Bar,"{""days"":[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""],""hours"":""4pm-6pm"",""description"":""49% off house booze & snacks""}","[{""title"":""EatClub Deal Available"",""source"":""EatClub"",""description"":""Check out our EatClub deals!""}]","[{""title"":""EatClub Deal Available"",""source"":""EatClub"",""description"":""Check out our EatClub deals!""}]","{""friday"":""11:00 AM – 9:30 PM"",""monday"":""11:00 AM – 9:30 PM"",""sunday"":""11:00 AM – 9:30 PM"",""tuesday"":""11:00 AM – 9:30 PM"",""saturday"":""11:00 AM – 9:30 PM"",""thursday"":""11:00 AM – 9:30 PM"",""wednesday"":""11:00 AM – 9:30 PM""}",https://eccdn.com.au/images/0F92E179-D671-4922-9B1F-E15AE7602487/0F92E179-D671-4922-9B1F-E15AE7602487_image_2_1724848237719.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/0F92E179-D671-4922-9B1F-E15AE7602487/0F92E179-D671-4922-9B1F-E15AE7602487_image_4_1724848237719.jpg; https://eccdn.com.au/images/0F92E179-D671-4922-9B1F-E15AE7602487/0F92E179-D671-4922-9B1F-E15AE7602487_image_3_1724848237719.jpg; https://eccdn.com.au/images/0F92E179-D671-4922-9B1F-E15AE7602487/0F92E179-D671-4922-9B1F-E15AE7602487_image_0_1724848188502.jpg; https://eccdn.com.au/images/0F92E179-D671-4922-9B1F-E15AE7602487/0F92E179-D671-4922-9B1F-E15AE7602487_image_1_1724848237719.jpg,-35.2729573,149.1326439,4.40,active,2026-01-07T23:20:53.853Z,2026-01-08T23:33:09.647Z
1236,Pandan Leaf Malaysian Restaurant,Belconnen,"T13/10 Lathlain St, Belconnen ACT 2617, Australia",Asian,0415 979 491,https://www.pandanleafcbr.com/reservations,https://eatclub.com.au/venue/pandan-leaf-malaysian-restaurant,,,Restaurant,{},[],"[{""title"":""Today30% Offfri30% Offsat30% Offsun30% OffmonClosedtue25% Offwed25% Off"",""source"":""EatClub"",""validUntil"":null,""description"":""Today30% Offfri30% Offsat30% Offsun30% OffmonClosedtue25% Offwed25% Off""}]","{""friday"":""10:30 AM – 2:30 PM, 5:00 PM – 1:00 AM"",""monday"":""CLOSED"",""sunday"":""10:30 AM – 2:30 PM, 5:00 PM – 1:00 AM"",""tuesday"":""11:00 AM – 2:30 PM"",""saturday"":""10:30 AM – 2:30 PM, 5:00 PM – 1:00 AM"",""thursday"":""10:30 AM – 2:30 PM, 5:00 PM – 1:00 AM"",""wednesday"":""11:00 AM – 2:30 PM""}","""https://static.wixstatic.com/media/f8931d_4e3a9aa5ca714aeaa6ebf5adeba3ff64~mv2.png/v1/fill/w_202,h_96,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/f8931d_4e3a9aa5ca714aeaa6ebf5adeba3ff64~mv2.png""; https://eccdn.com.au/images/889944C8-98C1-4835-B5CE-66D01CE87855/889944C8-98C1-4835-B5CE-66D01CE87855_image_0_1761812638997.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/889944C8-98C1-4835-B5CE-66D01CE87855/889944C8-98C1-4835-B5CE-66D01CE87855_image_4_1761812656678.jpg; https://eccdn.com.au/images/889944C8-98C1-4835-B5CE-66D01CE87855/889944C8-98C1-4835-B5CE-66D01CE87855_image_1_1761812638997.jpg; https://eccdn.com.au/images/889944C8-98C1-4835-B5CE-66D01CE87855/889944C8-98C1-4835-B5CE-66D01CE87855_image_3_1761812638997.jpg; https://eccdn.com.au/images/889944C8-98C1-4835-B5CE-66D01CE87855/889944C8-98C1-4835-B5CE-66D01CE87855_image_2_1761812638997.jpg; """"""https://static.wixstatic.com/media/f8931d_4e3a9aa5ca714aeaa6ebf5adeba3ff64~mv2.png/v1/fill/w_202,h_96,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/f8931d_4e3a9aa5ca714aeaa6ebf5adeba3ff64~mv2.png""""""",-35.2457579,149.0654921,4.00,active,2026-01-07T23:22:03.637Z,2026-01-08T23:33:15.298Z
1232,TYPICA Café Manuka,Griffith,"4 Palmerston Ln, Griffith ACT 2603, Australia",,,http://www.typica.com.au/,https://eatclub.com.au/venue/typica-caf-manuka,,$$,Cafe,{},[],[],"{""friday"":""7:00 AM – 2:00 PM"",""monday"":""7:00 AM – 2:00 PM"",""sunday"":""7:30 AM – 2:00 PM"",""tuesday"":""7:00 AM – 2:00 PM"",""saturday"":""7:30 AM – 2:00 PM"",""thursday"":""7:00 AM – 2:00 PM"",""wednesday"":""7:00 AM – 2:00 PM""}",,-35.3204702,149.1324319,4.30,active,2026-01-07T23:22:03.364Z,2026-01-08T23:33:14.984Z
1245,Redsalt Restaurant,Canberra,"1 Binara St, Canberra ACT 2601, Australia",,(02) 6274 5506,https://canberra.crowneplaza.com/redsalt-restaurant/,,https://www.firsttable.com.au/canberra/canberra/redsalt-restaurant,$$$,Restaurant,{},[],[],"{""friday"":""5:30 – 9:00 PM"",""monday"":""5:30 – 9:00 PM"",""sunday"":""5:30 – 9:00 PM"",""tuesday"":""5:30 – 9:00 PM"",""saturday"":""5:30 – 9:00 PM"",""thursday"":""5:30 – 9:00 PM"",""wednesday"":""5:30 – 9:00 PM""}",https://canberra.crowneplaza.com/wp-content/uploads/2018/09/bencalvert-05august24-96.jpg,-35.2829178,149.1348435,3.50,active,2026-01-07T23:22:04.187Z,2026-01-07T23:22:04.187Z
1246,Volstead Repeal,Braddon,"Shop 7/32 Mort Street, Yamaroshi Lane, Braddon ACT 2612, Australia",,,http://volstead.com.au/,,https://www.firsttable.com.au/canberra/braddon/volstead-repeal,,Bar,{},[],[],"{""friday"":""5:00 PM – 1:00 AM"",""monday"":""5:00 PM – 12:00 AM"",""sunday"":""5:00 PM – 12:00 AM"",""tuesday"":""5:00 PM – 12:00 AM"",""saturday"":""5:00 PM – 1:00 AM"",""thursday"":""5:00 PM – 12:00 AM"",""wednesday"":""5:00 PM – 12:00 AM""}","""https://static.wixstatic.com/media/739aad_c642e7bdeef444f5848de30c31ed1854%7Emv2.png/v1/fit/w_2500,h_1330,al_c/739aad_c642e7bdeef444f5848de30c31ed1854%7Emv2.png""",-35.2741036,149.1317465,4.80,active,2026-01-07T23:22:04.250Z,2026-01-07T23:22:04.250Z
1298,Walt & Burley,Kingston,"70/17 Eastlake Parade, Kingston ACT 2604, Australia",,(02) 6239 6648,http://www.waltandburley.com.au/,,,$$$,Bar,"{""days"":[""Monday"",""Tuesday"",""Wednesday"",""Thursday""],""hours"":""4–6pm"",""description"":""$6 wines cheap pints""}",[],[],"{""friday"":""11:00 AM – 11:30 PM"",""monday"":""11:00 AM – 11:00 PM"",""sunday"":""11:00 AM – 11:00 PM"",""tuesday"":""11:00 AM – 11:00 PM"",""saturday"":""11:00 AM – 11:30 PM"",""thursday"":""11:00 AM – 11:00 PM"",""wednesday"":""11:00 AM – 11:00 PM""}","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=""",-35.3105430,149.1454904,3.70,active,2026-01-07T23:22:07.697Z,2026-01-07T23:22:07.697Z
1326,SPICE BREWS & BITES,Dickson,"Shop 5/28 Challis Street, Woolley St, Dickson ACT 2602, Australia",,(02) 6134 6659,https://www.ozfoodhunter.com.au/spice-brews-bites,https://eatclub.com.au/venue/spice-brews-bites,,,Restaurant,{},[],[],"{""friday"":""5:00 – 9:30 PM"",""monday"":""5:00 – 9:00 PM"",""sunday"":""5:00 – 9:00 PM"",""tuesday"":""5:00 – 9:00 PM"",""saturday"":""5:00 – 8:30 PM"",""thursday"":""5:00 – 9:00 PM"",""wednesday"":""5:00 – 9:00 PM""}",https://www.ozfoodhunter.com.au/resources/upload_files/restaurant_logo/restaurant_logo_8808.jpg,-35.2493046,149.1364235,5.00,active,2026-01-07T23:22:09.390Z,2026-01-08T23:33:15.642Z
1329,Li's Dumpling Inn,Wanniassa,"1/33 Gartside St, Wanniassa ACT 2903, Australia",Asian,0448 163 568,http://lisdumplinginn.square.site/,https://eatclub.com.au/venue/li-s-dumpling-inn,,$,Restaurant,{},[],[],"{""friday"":""12:00 – 3:00 PM, 5:00 – 10:00 PM"",""monday"":""5:00 – 9:00 PM"",""sunday"":""5:00 – 10:00 PM"",""tuesday"":""CLOSED"",""saturday"":""5:00 – 10:00 PM"",""thursday"":""4:00 – 10:00 PM"",""wednesday"":""5:00 – 9:00 PM""}",,-35.4052087,149.1001233,3.50,active,2026-01-07T23:22:09.575Z,2026-01-08T23:33:15.721Z
1344,Timmy's Kitchen,Griffith,"Shop 1/18 Furneaux St, Griffith ACT 2603, Australia",,0473 023 181,https://timmyskitchen.com.au/,https://eatclub.com.au/venue/timmy-s-kitchen,,$$,Restaurant,{},[],[],"{""friday"":""11:30 AM – 2:30 PM, 5:00 – 9:30 PM"",""monday"":""11:30 AM – 2:30 PM, 5:00 – 9:30 PM"",""sunday"":""11:30 AM – 2:30 PM, 5:00 – 9:30 PM"",""tuesday"":""11:30 AM – 2:30 PM, 5:00 – 9:30 PM"",""saturday"":""11:30 AM – 2:30 PM, 5:00 – 9:30 PM"",""thursday"":""11:30 AM – 2:30 PM, 5:00 – 9:30 PM"",""wednesday"":""11:30 AM – 2:30 PM, 5:00 – 9:30 PM""}",,-35.3200791,149.1318233,4.00,active,2026-01-07T23:22:10.559Z,2026-01-08T23:33:15.801Z
71,Edgar's,Ainslie,"1 Edgar St, Ainslie ACT 2602, Australia",,(02) 6257 5488,http://www.edgarsinn.com.au/,,,$$,Bar,"{""days"":[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday""],""hours"":""4–6pm"",""description"":""Selected drink deals""}","[{""day"":""Sunday"",""description"":""$25 Roast incl drink (12–9pm)""},{""day"":""Wednesday"",""description"":""Steak Night""},{""day"":""Thursday"",""description"":""Parmi Night""}]",[],"{""friday"":""7:00 AM – 11:30 PM"",""monday"":""7:00 AM – 11:00 PM"",""sunday"":""7:00 AM – 11:00 PM"",""tuesday"":""7:00 AM – 11:00 PM"",""saturday"":""7:00 AM – 11:30 PM"",""thursday"":""7:00 AM – 11:00 PM"",""wednesday"":""7:00 AM – 11:00 PM""}",,-35.2625692,149.1451000,4.30,active,2026-01-07T23:20:52.599Z,2026-01-08T23:30:14.137Z
