ID,Name,Suburb,Address,Cuisine,Phone,Website,EatClub URL,EatClub Slug,Happy Hour,Weekly Specials,Deals,First Table URL,Price Range,Image URLs,Opening Hours,Latitude,Longitude,Created At,Updated At
1236,Pandan Leaf Malaysian Restaurant,Belconnen,"T13/10 Lathlain St, Belconnen ACT 2617, Australia",Asian,0415 979 491,,https://eatclub.com.au/venue/pandan-leaf-malaysian-restaurant,,,,[object Object],,,"""https://static.wixstatic.com/media/f8931d_4e3a9aa5ca714aeaa6ebf5adeba3ff64~mv2.png/v1/fill/w_202,h_96,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/f8931d_4e3a9aa5ca714aeaa6ebf5adeba3ff64~mv2.png""; https://eccdn.com.au/images/889944C8-98C1-4835-B5CE-66D01CE87855/889944C8-98C1-4835-B5CE-66D01CE87855_image_0_1761812638997.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/889944C8-98C1-4835-B5CE-66D01CE87855/889944C8-98C1-4835-B5CE-66D01CE87855_image_4_1761812656678.jpg; https://eccdn.com.au/images/889944C8-98C1-4835-B5CE-66D01CE87855/889944C8-98C1-4835-B5CE-66D01CE87855_image_1_1761812638997.jpg; https://eccdn.com.au/images/889944C8-98C1-4835-B5CE-66D01CE87855/889944C8-98C1-4835-B5CE-66D01CE87855_image_3_1761812638997.jpg; https://eccdn.com.au/images/889944C8-98C1-4835-B5CE-66D01CE87855/889944C8-98C1-4835-B5CE-66D01CE87855_image_2_1761812638997.jpg","{""friday"":""10:30 AM – 2:30 PM, 5:00 PM – 1:00 AM"",""monday"":""CLOSED"",""sunday"":""10:30 AM – 2:30 PM, 5:00 PM – 1:00 AM"",""tuesday"":""11:00 AM – 2:30 PM"",""saturday"":""10:30 AM – 2:30 PM, 5:00 PM – 1:00 AM"",""thursday"":""10:30 AM – 2:30 PM, 5:00 PM – 1:00 AM"",""wednesday"":""11:00 AM – 2:30 PM""}",-35.2457579,149.0654921,2026-01-07T23:22:03.637Z,2026-01-08T00:18:48.744Z
1250,Rasam Restaurant,Canberra,"4/35 Childers St, Canberra ACT 2601, Australia",,0490 113 551,,https://eatclub.com.au/venue/rasam-restaurant,,,,,,,http://static1.squarespace.com/static/6708a4cd45b2a7145af1fab7/t/6708a5e5519c88289ada7b2a/1728620005868/rasam-logo.png?format=1500w,"{""friday"":""12:00 – 2:30 PM, 5:30 – 8:30 PM"",""monday"":""CLOSED"",""sunday"":""10:30 AM – 3:00 PM"",""tuesday"":""CLOSED"",""saturday"":""11:00 AM – 2:30 PM"",""thursday"":""12:00 – 2:30 PM, 5:30 – 9:00 PM"",""wednesday"":""12:00 – 2:30 PM, 5:30 – 9:00 PM""}",-35.2768906,149.1254639,2026-01-07T23:22:04.488Z,2026-01-07T23:22:04.488Z
1252,The Flames Galore,Canberra,"15 Moore St, Canberra ACT 2601, Australia",,(02) 6106 9522,,https://eatclub.com.au/venue/the-flames-galore-stonegrill-dining,,,,[object Object],,,https://theflamesgalore.com/wp-content/uploads/2024/08/logobg.png,"{""friday"":""11:30 AM – 10:00 PM"",""monday"":""11:30 AM – 9:00 PM"",""sunday"":""11:30 AM – 9:00 PM"",""tuesday"":""11:30 AM – 9:00 PM"",""saturday"":""11:30 AM – 10:00 PM"",""thursday"":""11:30 AM – 9:30 PM"",""wednesday"":""11:30 AM – 9:30 PM""}",-35.2760835,149.1281206,2026-01-07T23:22:04.633Z,2026-01-07T23:22:04.633Z
1326,SPICE BREWS & BITES,Dickson,"Shop 5/28 Challis Street, Woolley St, Dickson ACT 2602, Australia",,(02) 6134 6659,,https://eatclub.com.au/venue/spice-brews-bites,,,,,,,https://www.ozfoodhunter.com.au/resources/upload_files/restaurant_logo/restaurant_logo_8808.jpg,"{""friday"":""5:00 – 9:30 PM"",""monday"":""5:00 – 9:00 PM"",""sunday"":""5:00 – 9:00 PM"",""tuesday"":""5:00 – 9:00 PM"",""saturday"":""5:00 – 8:30 PM"",""thursday"":""5:00 – 9:00 PM"",""wednesday"":""5:00 – 9:00 PM""}",-35.2493046,149.1364235,2026-01-07T23:22:09.390Z,2026-01-07T23:22:09.390Z
1329,Li's Dumpling Inn,Wanniassa,"1/33 Gartside St, Wanniassa ACT 2903, Australia",Asian,0448 163 568,,https://eatclub.com.au/venue/li-s-dumpling-inn,,,,,,$,,"{""friday"":""12:00 – 3:00 PM, 5:00 – 10:00 PM"",""monday"":""5:00 – 9:00 PM"",""sunday"":""5:00 – 10:00 PM"",""tuesday"":""CLOSED"",""saturday"":""5:00 – 10:00 PM"",""thursday"":""4:00 – 10:00 PM"",""wednesday"":""5:00 – 9:00 PM""}",-35.4052087,149.1001233,2026-01-07T23:22:09.575Z,2026-01-07T23:22:09.575Z
1344,Timmy's Kitchen,Griffith,"Shop 1/18 Furneaux St, Griffith ACT 2603, Australia",,0473 023 181,,https://eatclub.com.au/venue/timmy-s-kitchen,,,,,,$$,,"{""friday"":""11:30 AM – 2:30 PM, 5:00 – 9:30 PM"",""monday"":""11:30 AM – 2:30 PM, 5:00 – 9:30 PM"",""sunday"":""11:30 AM – 2:30 PM, 5:00 – 9:30 PM"",""tuesday"":""11:30 AM – 2:30 PM, 5:00 – 9:30 PM"",""saturday"":""11:30 AM – 2:30 PM, 5:00 – 9:30 PM"",""thursday"":""11:30 AM – 2:30 PM, 5:00 – 9:30 PM"",""wednesday"":""11:30 AM – 2:30 PM, 5:00 – 9:30 PM""}",-35.3200791,149.1318233,2026-01-07T23:22:10.559Z,2026-01-07T23:22:10.559Z
1339,Cafe Himalayan Brew - Phillip,Phillip,,,,,https://eatclub.com.au/venue/cafe-himalayan-brew-phillip,,,,[object Object],,,https://eccdn.com.au/images/BAFFE9B3-6871-4411-874B-C311B3F6B0B8/BAFFE9B3-6871-4411-874B-C311B3F6B0B8_image_0_1763612052011.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/BAFFE9B3-6871-4411-874B-C311B3F6B0B8/BAFFE9B3-6871-4411-874B-C311B3F6B0B8_image_4_1763612130997.jpg; https://eccdn.com.au/images/BAFFE9B3-6871-4411-874B-C311B3F6B0B8/BAFFE9B3-6871-4411-874B-C311B3F6B0B8_image_1_1763612112910.jpg; https://eccdn.com.au/images/BAFFE9B3-6871-4411-874B-C311B3F6B0B8/BAFFE9B3-6871-4411-874B-C311B3F6B0B8_image_2_1763612112910.jpg; https://eccdn.com.au/images/BAFFE9B3-6871-4411-874B-C311B3F6B0B8/BAFFE9B3-6871-4411-874B-C311B3F6B0B8_image_3_1763612112910.jpg,{},,,2026-01-07T23:22:10.228Z,2026-01-08T00:19:09.269Z
1381,Pearl Canberra,Belconnen,"2/12 Purdue St, Belconnen ACT 2617, Australia",,0480 636 576,,https://eatclub.com.au/venue/pearl-canberra,,,,[object Object]; [object Object],,,https://www.pearlcanberra.com.au/uploads/b/818a6b70-323e-11f0-885e-5d8db54523d9/pear_canberra_order_online.png; https://eccdn.com.au/images/C675A41D-3E36-4E22-93C1-36A5960B767A/C675A41D-3E36-4E22-93C1-36A5960B767A_image_0_1762940249231.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/C675A41D-3E36-4E22-93C1-36A5960B767A/C675A41D-3E36-4E22-93C1-36A5960B767A_image_4_1762940403284.jpg; https://eccdn.com.au/images/C675A41D-3E36-4E22-93C1-36A5960B767A/C675A41D-3E36-4E22-93C1-36A5960B767A_image_1_1762940349171.jpg; https://eccdn.com.au/images/C675A41D-3E36-4E22-93C1-36A5960B767A/C675A41D-3E36-4E22-93C1-36A5960B767A_image_2_1762940349171.jpg; https://eccdn.com.au/images/C675A41D-3E36-4E22-93C1-36A5960B767A/C675A41D-3E36-4E22-93C1-36A5960B767A_image_3_1762940378695.jpg,"{""friday"":""5:00 – 9:00 PM"",""monday"":""CLOSED"",""sunday"":""11:00 AM – 8:00 PM"",""tuesday"":""5:00 – 9:00 PM"",""saturday"":""11:00 AM – 9:00 PM"",""thursday"":""5:00 – 9:00 PM"",""wednesday"":""5:00 – 9:00 PM""}",-35.2384670,149.0613326,2026-01-07T23:22:12.996Z,2026-01-08T00:19:15.063Z
1383,Siren Bar and Restaurant,Gungahlin,,,,,https://eatclub.com.au/venue/siren-bar-and-restaurant,,,,[object Object]; [object Object],,,https://eccdn.com.au/images/888CE2BA-A507-4F2B-9E08-6594336188CF/888CE2BA-A507-4F2B-9E08-6594336188CF_image_1_1762388097418.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/888CE2BA-A507-4F2B-9E08-6594336188CF/888CE2BA-A507-4F2B-9E08-6594336188CF_image_4_1762388397337.jpg; https://eccdn.com.au/images/888CE2BA-A507-4F2B-9E08-6594336188CF/888CE2BA-A507-4F2B-9E08-6594336188CF_image_2_1762388097418.jpg; https://eccdn.com.au/images/888CE2BA-A507-4F2B-9E08-6594336188CF/888CE2BA-A507-4F2B-9E08-6594336188CF_image_3_1762388097418.jpg; https://eccdn.com.au/images/888CE2BA-A507-4F2B-9E08-6594336188CF/888CE2BA-A507-4F2B-9E08-6594336188CF_image_4_1762388314342.jpg,{},,,2026-01-07T23:22:13.124Z,2026-01-08T00:19:16.858Z
485,No.10 Restaurant + Bar Belconnen,Belconnen,"Abode Belconnen, 3 Grazier La, Belconnen ACT 2617, Australia",,(02) 6220 0356,,https://eatclub.com.au/venue/no-10-restaurant-bar-belconnen,,,,[object Object],,,,"{""friday"":""7:00 AM – 9:00 PM"",""monday"":""7:00 AM – 9:00 PM"",""sunday"":""7:00 – 11:00 AM"",""tuesday"":""7:00 AM – 9:00 PM"",""saturday"":""7:00 AM – 9:00 PM"",""thursday"":""7:00 AM – 9:00 PM"",""wednesday"":""7:00 AM – 9:00 PM""}",-35.2403732,149.0716074,2026-01-07T23:21:17.451Z,2026-01-07T23:57:09.092Z
549,CANBERRA BAR & GRILL,Greenway,"1 Cynthea Teague Cres, Greenway ACT 2900, Australia",American,(02) 5136 7462,,https://eatclub.com.au/venue/canberra-bar-grill,,,,,,$$,,"{""friday"":""7:00 AM – 9:00 PM"",""monday"":""7:00 AM – 9:00 PM"",""sunday"":""7:00 AM – 9:00 PM"",""tuesday"":""7:00 AM – 9:00 PM"",""saturday"":""7:00 AM – 9:00 PM"",""thursday"":""7:00 AM – 9:00 PM"",""wednesday"":""7:00 AM – 9:00 PM""}",-35.4210566,149.0722055,2026-01-07T23:21:21.295Z,2026-01-07T23:57:15.064Z
598,Naadam Restaurant,Phillip,"98 Corinna St, Phillip ACT 2606, Australia",,(02) 6193 8339,,https://eatclub.com.au/venue/naadam-restaurant,,,,[object Object],,,https://eccdn.com.au/images/93F26ABD-FC33-49D4-830F-CFF8EC7B23CE/93F26ABD-FC33-49D4-830F-CFF8EC7B23CE_image_1_1762429932049.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/93F26ABD-FC33-49D4-830F-CFF8EC7B23CE/93F26ABD-FC33-49D4-830F-CFF8EC7B23CE_image_4_1762430114215.jpg; https://eccdn.com.au/images/93F26ABD-FC33-49D4-830F-CFF8EC7B23CE/93F26ABD-FC33-49D4-830F-CFF8EC7B23CE_image_2_1762429976082.jpg; https://eccdn.com.au/images/93F26ABD-FC33-49D4-830F-CFF8EC7B23CE/93F26ABD-FC33-49D4-830F-CFF8EC7B23CE_image_4_1762430229247.jpg; https://eccdn.com.au/images/93F26ABD-FC33-49D4-830F-CFF8EC7B23CE/93F26ABD-FC33-49D4-830F-CFF8EC7B23CE_image_4_1762430379596.jpg,"{""friday"":""11:30 AM – 2:30 PM, 5:15 – 10:00 PM"",""monday"":""CLOSED"",""sunday"":""5:15 – 9:00 PM"",""tuesday"":""5:15 – 9:00 PM"",""saturday"":""11:30 AM – 2:30 PM, 5:15 – 10:00 PM"",""thursday"":""5:15 – 9:00 PM"",""wednesday"":""5:15 – 9:00 PM""}",-35.3477479,149.0889121,2026-01-07T23:21:24.285Z,2026-01-08T00:19:25.600Z
1336,Urban Fresh Sushi Woden,Phillip,"Shop 8c/15 Bowes St, Phillip ACT 2606, Australia","Japanese, Asian",0417 399 654,,https://eatclub.com.au/venue/urban-fresh-sushi-woden,,,,[object Object]; [object Object],,$,https://eccdn.com.au/images/91FECCE1-7924-4A70-B0C4-2111D8238075/91FECCE1-7924-4A70-B0C4-2111D8238075_image_1_1764203230055.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/91FECCE1-7924-4A70-B0C4-2111D8238075/91FECCE1-7924-4A70-B0C4-2111D8238075_image_0_1764203069454.jpg; https://eccdn.com.au/images/91FECCE1-7924-4A70-B0C4-2111D8238075/91FECCE1-7924-4A70-B0C4-2111D8238075_image_2_1764203230055.jpg; https://eccdn.com.au/images/91FECCE1-7924-4A70-B0C4-2111D8238075/91FECCE1-7924-4A70-B0C4-2111D8238075_image_4_1764203230055.jpg; https://eccdn.com.au/images/91FECCE1-7924-4A70-B0C4-2111D8238075/91FECCE1-7924-4A70-B0C4-2111D8238075_image_3_1764203230055.jpg,"{""friday"":""11:00 AM – 8:15 PM"",""monday"":""11:00 AM – 7:45 PM"",""sunday"":""CLOSED"",""tuesday"":""11:00 AM – 7:45 PM"",""saturday"":""11:30 AM – 8:15 PM"",""thursday"":""11:00 AM – 7:45 PM"",""wednesday"":""11:00 AM – 7:45 PM""}",-35.3443189,149.0870533,2026-01-07T23:22:10.034Z,2026-01-08T00:19:28.903Z
980,No.10 Restaurant + Bar Woden,Phillip,"10 Bowes St, Phillip ACT 2606, Australia",,(02) 6108 4958,,https://eatclub.com.au/venue/no-10-restaurant-bar-woden,,,,[object Object],,$$,,"{""friday"":""7:00 AM – 9:00 PM"",""monday"":""7:00 AM – 9:00 PM"",""sunday"":""7:00 – 11:00 AM"",""tuesday"":""7:00 AM – 9:00 PM"",""saturday"":""7:00 AM – 11:00 PM"",""thursday"":""7:00 AM – 9:00 PM"",""wednesday"":""7:00 AM – 9:00 PM""}",-35.3433294,149.0858371,2026-01-07T23:21:47.568Z,2026-01-07T23:57:52.499Z
1014,Sharon May's Filipino Cuisine,Gungahlin,"u3/5 Hibberson St, Gungahlin ACT 2912, Australia",Asian,(02) 6183 0800,,https://eatclub.com.au/venue/sharon-may-s-filipino-cuisine,,,,,,,,"{""friday"":""11:00 AM – 2:30 PM, 5:00 – 8:00 PM"",""monday"":""CLOSED"",""sunday"":""11:00 AM – 3:00 PM, 5:00 – 8:00 PM"",""tuesday"":""CLOSED"",""saturday"":""11:00 AM – 3:00 PM, 5:00 – 8:00 PM"",""thursday"":""11:00 AM – 2:30 PM, 5:00 – 8:00 PM"",""wednesday"":""5:00 – 8:00 PM""}",-35.1844025,149.1289656,2026-01-07T23:21:49.588Z,2026-01-07T23:58:00.573Z
1032,Stella's By The Lake,Belconnen,"1 Beissel St, Belconnen ACT 2617, Australia",,(02) 6105 9497,,https://eatclub.com.au/venue/stella-s-by-the-lake,,,,,,$$,,"{""friday"":""7:00 AM – 2:00 PM"",""monday"":""7:00 AM – 2:00 PM"",""sunday"":""8:00 AM – 2:00 PM"",""tuesday"":""7:00 AM – 2:00 PM"",""saturday"":""8:00 AM – 2:00 PM"",""thursday"":""7:00 AM – 2:00 PM"",""wednesday"":""7:00 AM – 2:00 PM""}",-35.2359368,149.0655079,2026-01-07T23:21:50.631Z,2026-01-07T23:58:04.663Z
1335,Indian Bay Restaurant & Bar,Belconnen,"NORTHPOINT PLAZA, 8G/8 Chandler St, Belconnen ACT 2617, Australia",Indian,(02) 6253 1733,,https://eatclub.com.au/venue/indian-bay-restaurant-bar,,,,,,$$,,"{""friday"":""5:00 – 10:00 PM"",""monday"":""5:00 – 10:00 PM"",""sunday"":""5:00 – 10:00 PM"",""tuesday"":""5:00 – 10:00 PM"",""saturday"":""5:00 – 10:00 PM"",""thursday"":""5:00 – 10:00 PM"",""wednesday"":""5:00 – 10:00 PM""}",-35.2377547,149.0688179,2026-01-07T23:22:09.964Z,2026-01-07T23:58:35.149Z
1002,Les Bistronomes,Campbell,"18 Blamey Pl, Campbell ACT 2612, Australia",,(02) 6248 8119,,https://eatclub.com.au/venue/les-bistronomes,,,,,,$$$,https://lh3.googleusercontent.com/places/ANXAkqHs7tE72q1p6w2tXD7cp-KZN4zy19Rmxo9ReEpz9MqY1vB6Dd0ZYCRPHS_44K7M11OrELbkLBOwiM-n8T3fIcykUQ1GZOTClDI=s4800-h698; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://lh3.googleusercontent.com/places/ANXAkqG9sZyNaVmdXf3XmDehLO-SHijtLoe7sDfkRrM9-QUlnTrZzw1avlxBV5WQ_cY7KtNHS7Z36t18mz9MWk3sNidJGE7UzFepLfI=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqEebBAXZcViqDj7IVLSPsAbPLWhGUVCOtALy4mYFpxQqcOpkUljGau5CIc4I9Guu6hb0IXgx74IIk_Xb46vWV6i3yp4p_M3BHk=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqHkObg_p5uRt38Qgw4xm8gPdlWCpNBjVczvrNs7I20WPTRhJftQi6qBDQxwSMtNmAA-EEYrz799Hx0UBh3O97evagofp1P0ap0=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqEIlXG_94hJ4KV4c4rFTWR36HHWXtNqA_4VW76eCqDPnInWBgphY6AcYHvrkS0GtDSRkagNv2jqwv_Ni8ars_EsDrhP1Ap5H1Q=s4800-h768,"{""friday"":""12:00 – 2:00 PM, 6:00 – 9:00 PM"",""monday"":""CLOSED"",""sunday"":""CLOSED"",""tuesday"":""12:00 – 2:00 PM, 6:00 – 9:00 PM"",""saturday"":""12:00 – 2:00 PM, 6:00 – 9:00 PM"",""thursday"":""12:00 – 2:00 PM, 6:00 – 9:00 PM"",""wednesday"":""12:00 – 2:00 PM, 6:00 – 9:00 PM""}",-35.2895566,149.1541092,2026-01-07T23:21:48.869Z,2026-01-08T00:19:33.567Z
1322,The Q Dining - Modern Vietnamese Cuisine,Phillip,"Albemarle, Albemarle Building, G03/45 Furzer St, Phillip ACT 2606, Australia","Asian, Modern",0405 089 089,,https://eatclub.com.au/venue/the-q-dining-modern-vietnamese-cuisine,,,,[object Object],,,https://eccdn.com.au/images/15AD57D5-0A15-4DA4-B466-FC4C416E4567/15AD57D5-0A15-4DA4-B466-FC4C416E4567_image_1_1762431064784.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/15AD57D5-0A15-4DA4-B466-FC4C416E4567/15AD57D5-0A15-4DA4-B466-FC4C416E4567_image_0_1762431064784.jpg; https://eccdn.com.au/images/15AD57D5-0A15-4DA4-B466-FC4C416E4567/15AD57D5-0A15-4DA4-B466-FC4C416E4567_image_3_1762431109531.jpg; https://eccdn.com.au/images/15AD57D5-0A15-4DA4-B466-FC4C416E4567/15AD57D5-0A15-4DA4-B466-FC4C416E4567_image_4_1762431109531.jpg; https://eccdn.com.au/images/15AD57D5-0A15-4DA4-B466-FC4C416E4567/15AD57D5-0A15-4DA4-B466-FC4C416E4567_image_4_1762431140478.jpg,"{""friday"":""11:30 AM – 2:30 PM, 5:30 – 11:00 PM"",""monday"":""CLOSED"",""sunday"":""CLOSED"",""tuesday"":""11:30 AM – 2:30 PM, 5:30 – 10:00 PM"",""saturday"":""11:30 AM – 2:30 PM, 5:30 – 11:00 PM"",""thursday"":""11:30 AM – 2:30 PM, 5:30 – 10:00 PM"",""wednesday"":""11:30 AM – 2:30 PM, 5:30 – 10:00 PM""}",-35.3440396,149.0848940,2026-01-07T23:22:09.157Z,2026-01-08T00:19:40.931Z
68,The Lotus Indian,Griffith,"18 Barker St, Griffith ACT 2603, Australia",Indian,(02) 6247 3510,,https://eatclub.com.au/venue/the-lotus-indian,,,,[object Object],,$$,https://eccdn.com.au/images/9D98F422-64EA-48A4-916F-0CD3EC2B2C57/9D98F422-64EA-48A4-916F-0CD3EC2B2C57_image_0_1759898497967.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/9D98F422-64EA-48A4-916F-0CD3EC2B2C57/9D98F422-64EA-48A4-916F-0CD3EC2B2C57_image_1_1759898560142.jpg; https://eccdn.com.au/images/9D98F422-64EA-48A4-916F-0CD3EC2B2C57/9D98F422-64EA-48A4-916F-0CD3EC2B2C57_image_3_1759898765789.jpg; https://eccdn.com.au/images/9D98F422-64EA-48A4-916F-0CD3EC2B2C57/9D98F422-64EA-48A4-916F-0CD3EC2B2C57_image_4_1759898765789.jpg; https://eccdn.com.au/images/9D98F422-64EA-48A4-916F-0CD3EC2B2C57/9D98F422-64EA-48A4-916F-0CD3EC2B2C57_image_4_1759898777645.jpg,"{""friday"":""12:00 – 2:00 PM, 5:00 – 9:30 PM"",""monday"":""5:00 – 9:30 PM"",""sunday"":""5:00 – 9:30 PM"",""tuesday"":""5:00 – 9:30 PM"",""saturday"":""12:00 – 2:00 PM, 5:00 – 9:30 PM"",""thursday"":""12:00 – 2:00 PM, 5:00 – 9:30 PM"",""wednesday"":""12:00 – 2:00 PM, 5:00 – 9:30 PM""}",-35.3278835,149.1418962,2026-01-07T23:20:52.413Z,2026-01-08T00:57:11.584Z
76,Sushi Daily,Canberra,"33 Allara St, Canberra ACT 2601, Australia","Japanese, Asian",0451 674 082,,https://eatclub.com.au/venue/sushi-daily,,,,[object Object],,$,https://eccdn.com.au/images/3A9B37B7-193D-4393-9BEC-E158505EF368/3A9B37B7-193D-4393-9BEC-E158505EF368_image_0_1724916349765.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/3A9B37B7-193D-4393-9BEC-E158505EF368/3A9B37B7-193D-4393-9BEC-E158505EF368_image_4_1724916364615.jpg; https://eccdn.com.au/images/3A9B37B7-193D-4393-9BEC-E158505EF368/3A9B37B7-193D-4393-9BEC-E158505EF368_image_1_1724916349765.jpg; https://eccdn.com.au/images/3A9B37B7-193D-4393-9BEC-E158505EF368/3A9B37B7-193D-4393-9BEC-E158505EF368_image_2_1724916349765.jpg; https://eccdn.com.au/images/3A9B37B7-193D-4393-9BEC-E158505EF368/3A9B37B7-193D-4393-9BEC-E158505EF368_image_3_1724916349765.jpg,"{""friday"":""9:00 AM – 6:00 PM"",""monday"":""9:00 AM – 6:00 PM"",""sunday"":""CLOSED"",""tuesday"":""9:00 AM – 6:00 PM"",""saturday"":""CLOSED"",""thursday"":""9:00 AM – 6:00 PM"",""wednesday"":""9:00 AM – 6:00 PM""}",-35.2831837,149.1336905,2026-01-07T23:20:52.899Z,2026-01-08T00:57:12.281Z
220,Asian Noodle House Campbell,Campbell,"Unit 28/6 Provan St, Campbell ACT 2612, Australia",Asian,(02) 6170 6169,,https://eatclub.com.au/venue/asian-noodle-house-campbell,,,,[object Object]; [object Object],,,https://eccdn.com.au/images/2E2DD638-7BB2-4E11-8168-FB1F1E53660C/2E2DD638-7BB2-4E11-8168-FB1F1E53660C_image_1_1762798079004.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/2E2DD638-7BB2-4E11-8168-FB1F1E53660C/2E2DD638-7BB2-4E11-8168-FB1F1E53660C_image_4_1762798141497.jpg; https://eccdn.com.au/images/2E2DD638-7BB2-4E11-8168-FB1F1E53660C/2E2DD638-7BB2-4E11-8168-FB1F1E53660C_image_1_1762798127229.jpg; https://eccdn.com.au/images/2E2DD638-7BB2-4E11-8168-FB1F1E53660C/2E2DD638-7BB2-4E11-8168-FB1F1E53660C_image_2_1762798127229.jpg; https://eccdn.com.au/images/2E2DD638-7BB2-4E11-8168-FB1F1E53660C/2E2DD638-7BB2-4E11-8168-FB1F1E53660C_image_4_1762798127229.jpg,"{""friday"":""11:00 AM – 2:30 PM, 5:00 – 9:30 PM"",""monday"":""CLOSED"",""sunday"":""11:00 AM – 2:30 PM, 5:00 – 9:00 PM"",""tuesday"":""11:00 AM – 2:30 PM, 5:00 – 9:30 PM"",""saturday"":""11:00 AM – 2:30 PM, 5:00 – 9:30 PM"",""thursday"":""11:00 AM – 2:30 PM, 5:00 – 9:30 PM"",""wednesday"":""11:00 AM – 2:30 PM, 5:00 – 9:30 PM""}",-35.2889541,149.1437438,2026-01-07T23:21:01.568Z,2026-01-08T00:57:13.558Z
296,Saffron Restaurant,Kingston,"31 Kennedy St, Kingston ACT 2604, Australia",,(02) 6295 8839,,https://eatclub.com.au/venue/saffron-restaurant,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],[object Object],,$$,https://eccdn.com.au/images/5259849D-8B68-453D-A501-40117DAD5F42/5259849D-8B68-453D-A501-40117DAD5F42_image_1_1746750251884.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/5259849D-8B68-453D-A501-40117DAD5F42/5259849D-8B68-453D-A501-40117DAD5F42_image_4_1746750251884.jpg; https://eccdn.com.au/images/5259849D-8B68-453D-A501-40117DAD5F42/5259849D-8B68-453D-A501-40117DAD5F42_image_2_1746750251884.jpg; https://eccdn.com.au/images/5259849D-8B68-453D-A501-40117DAD5F42/5259849D-8B68-453D-A501-40117DAD5F42_image_3_1746750251884.jpg; https://eccdn.com.au/images/5259849D-8B68-453D-A501-40117DAD5F42/5259849D-8B68-453D-A501-40117DAD5F42_image_0_1746749639537.jpg,"{""friday"":""12:00 – 2:00 PM, 6:00 – 8:30 PM"",""monday"":""12:00 – 2:00 PM, 6:00 – 8:30 PM"",""sunday"":""12:00 – 2:00 PM, 6:00 – 8:30 PM"",""tuesday"":""12:00 – 2:00 PM, 6:00 – 8:30 PM"",""saturday"":""12:00 – 2:00 PM, 6:00 – 8:30 PM"",""thursday"":""12:00 – 2:00 PM, 6:00 – 8:30 PM"",""wednesday"":""12:00 – 2:00 PM, 6:00 – 8:30 PM""}",-35.3166276,149.1412171,2026-01-07T23:21:06.098Z,2026-01-08T00:57:14.172Z
528,Sankalp Indian Restaurant - Belconnen,Belconnen,,Indian,,,https://eatclub.com.au/venue/sankalp-indian-restaurant-belconnen,,,,[object Object]; [object Object],,$$,https://eccdn.com.au/images/6DCC2444-0A3B-481A-9A91-C628251EC7D9/6DCC2444-0A3B-481A-9A91-C628251EC7D9_image_0_1761616039874.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/6DCC2444-0A3B-481A-9A91-C628251EC7D9/6DCC2444-0A3B-481A-9A91-C628251EC7D9_image_4_1761616051633.jpg; https://eccdn.com.au/images/6DCC2444-0A3B-481A-9A91-C628251EC7D9/6DCC2444-0A3B-481A-9A91-C628251EC7D9_image_1_1761616039874.jpg; https://eccdn.com.au/images/6DCC2444-0A3B-481A-9A91-C628251EC7D9/6DCC2444-0A3B-481A-9A91-C628251EC7D9_image_2_1761616039874.jpg; https://eccdn.com.au/images/6DCC2444-0A3B-481A-9A91-C628251EC7D9/6DCC2444-0A3B-481A-9A91-C628251EC7D9_image_3_1761616039874.jpg,{},,,2026-01-07T23:21:20.030Z,2026-01-08T00:16:36.548Z
